Id,uid,Identifier,Name,Status,Topic Id,Concepts from Topic,Module Id (from Topic Id),Uid Id (from Topic Id),Name (from Topic Id),Activities,Concept Mastery,Knowledge Card Renders,Id Rollup (from Activities),Knowledge Cards,Modules User Saved,Training Sessions
161016,recLqiDBkmmtlmnMU,C-AC38,Establish Means of Communication,active,20437,"161016,161017,161018,161019,161020,161021,161022",4753,recLqFl7hIiEEg5uG,Continuing the Online Sales Process,"343799,343800,343801,343802,343803,343804,343805","86,377,604,829,989,1098,1336,1531,1704,1860,2006,2112,2267,2534,2645,2791,2897,3049,3200,3372,3499,3650,3799,3959,4116,4218,4380,4531,4682,4837,5078,6578,6729,6963,7252,7360,7521,7677,7836,7985,8363,8509,8675,8844,8988,9145,9301,9401,9552,9808,9994,10560,10749,10905,11017,11120,11223,11379,11619,11844,12011,12178,12347,12538,12658,12887,13051,13163,13314,13452,13656,13805,13949,14103,14260,14417,14586,14774,14941,15104,15269,15446,15614,15784,15947,16102,16246,16392,16545,16702,16847,17021,17169,17324,17500,17688,17877,18029,18179,18360,18519,18692,18824,18979,19101,19305,19471,19623,19771,20381,20511,20650,20801,20952,21110,21261,21431,21578,21729,21885,22046,22185,22344,22499,22643,22818,22991,23169,23305,23460,23614,23783,23949,24115,24297,24461,24612,24763,24922,25078,25256,25432,25608,25785,25977,26105,26256,26408,26557,26742,26856,27018,27189,27377,27533,27663,27832,27986,28145,28280,28418,28576,28727,28878,29335,29498,29656,29873,29995,30115,30262,30413,30570,30717,30867,31018,31169,31318,31513,31662,31813,31978,32127,32300,32597,32746,32898,33050,33208,33388,33543,33721,33872,34023,34174,34325,34488,34652,34800,34970,35140,35287,35474,35637,35725,35934,36085,36249,36436,36538,36774,36930,37144,37295,37452,37558,38269,39108,39221,39389,39540,39706,39879,40052,40225,40394,40545,40696,40851,41024,41197,41366,41517,41672,41834,42003,42154,42305,42460,42615,42792,43012,43167,43344,43517,43690,43814,43987,44164,44333,44484,44639,44812,44985,45158,45331,45504,45681,45839,45994,46167,46344,46510,46684,46847,47009,47133,47253,47404,47555,47706,47857,48016,48182,48348,48514,48680,48846,49012,49178,49340,49529,49730,50059,50253,50677,50858,51017,51213,51401,51552,51703,51854,52005,52164,52330,52488","983823,983825,983831",7,"36789,36789",,"6667077,6700805,6727364,6753401,6760679,6700650,6700655,7114054,7114068,7187860,7268303"
171526,recibq1xXHzc7RFmr,C-AD57,Establish Means of Communication,active,22173,"171526,171528,171529,171530,171531,171567,171568",5094,rech5xWVqV7PBXYL6,Continuing the Online Sales Process,"358514,358515,358516,358517,358518,358519,358520","237,461,665,1182,1408,1600,1781,1932,2189,2717,2970,3121,3272,3423,3574,3725,3876,4038,4452,4603,4754,4921,5158,5326,5439,5541,5647,5753,5912,6014,6116,6650,6812,7043,7444,7606,7757,7908,8059,8442,8604,8766,8917,9068,9219,9472,9623,9884,10068,10644,10826,11462,11748,11922,12084,12259,12423,12589,12788,12963,13123,13274,13425,13576,13727,13878,14029,14180,14342,14493,14670,14833,15008,15179,15351,15524,15697,15859,16010,16161,16312,16474,16625,16776,16927,17078,17233,17425,17617,17772,18104,18280,18440,18592,18753,18904,19055,19217,19379,19541,19692,19843,19956,20069,20171,20273,20424,20575,20730,20881,21032,21183,21345,21507,21658,21809,21960,22111,22262,22413,22564,22726,22899,23073,23234,23385,23536,23698,23860,24033,24210,24380,24541,24692,24843,24994,25160,25338,25516,25691,25868,26030,26181,26332,26483,26634,26785,26936,27098,27271,27433,27584,27735,27886,28037,28188,28339,28494,28656,28807,28958,29060,29162,29264,29415,29581,29772,30187,30338,30489,30640,30791,30942,31093,31244,31395,31582,31742,31893,32044,32201,32380,32499,32672,32823,32974,33125,33282,33465,33620,33801,33952,34103,34254,34405,34569,34729,34880,35043,35216,35367,35542,35712,35863,36014,36165,36331,36512,36685,36847,37013,37221,38353,38645,39466,39617,39790,39963,40136,40309,40471,40622,40773,40935,41108,41281,41443,41594,41756,41918,42080,42231,42382,42537,42699,42876,43089,43251,43428,43601,43898,44071,44248,44410,44561,44723,44896,45069,45242,45415,45588,45765,45916,46078,46251,46428,46594,46931,47330,47481,47632,47783,47934,48100,48266,48432,48598,48764,48930,49096,49262,49417,49613,49814,49946,50136,50330,50560,50754,50935,51101,51297,51478,51629,51780,51931,52082,52248,52414,52565",,7,"41082,41082",,
161020,rec338ae4PUcbY4Tw,C-AC42,Live Test Drive,active,20437,"161016,161017,161018,161019,161020,161021,161022",4753,recLqFl7hIiEEg5uG,Continuing the Online Sales Process,"343829,343830,343831,343832,343833,343835,343836","90,381,569,833,992,1102,1340,1535,1708,1864,2010,2116,2271,2538,2649,2795,2901,3053,3204,3376,3503,3654,3803,3963,4120,4222,4384,4535,4686,4841,5082,6582,6733,6967,7255,7364,7525,7681,7840,7989,8367,8513,8679,8848,9001,9149,9303,9404,9556,9812,9998,10564,10753,10909,11021,11124,11227,11383,11623,11848,12015,12182,12351,12542,12662,12891,13055,13167,13318,13456,13659,13809,13953,14107,14264,14420,14590,14778,14945,15107,15273,15450,15618,15788,15950,16106,16250,16396,16549,16706,16851,17025,17171,17328,17504,17692,17881,18033,18183,18364,18523,18696,18828,18983,19105,19309,19475,19627,19775,20385,20515,20691,20805,20956,21114,21265,21435,21582,21733,21889,22050,22189,22348,22503,22647,22822,22995,23173,23309,23464,23618,23787,23953,24119,24301,24465,24616,24767,24926,25082,25260,25436,25612,25789,25981,26109,26260,26412,26561,26746,26860,27022,27193,27381,27537,27667,27836,27990,28149,28284,28422,28580,28731,28882,29339,29502,29660,29877,29999,30119,30266,30417,30574,30721,30871,31022,31173,31322,31517,31666,31817,31982,32131,32304,32601,32750,32902,33054,33211,33392,33547,33725,33876,34027,34178,34329,34492,34656,34804,34974,35144,35291,35478,35640,35729,35938,36089,36253,36439,36542,36775,36934,37148,37299,37456,37562,38273,39112,39225,39393,39544,39710,39883,40056,40229,40398,40549,40700,40855,41028,41201,41370,41521,41676,41838,42007,42158,42309,42464,42619,42796,43016,43171,43348,43521,43694,43818,43991,44168,44337,44488,44643,44816,44989,45162,45335,45508,45685,45843,45998,46171,46348,46514,46688,46851,47013,47137,47257,47408,47559,47710,47861,48020,48186,48352,48518,48684,48850,49016,49182,49344,49533,49734,50063,50257,50681,50862,51021,51217,51405,51556,51707,51858,52009,52168,52334,52492","983824,983832",7,"36793,36793",,"6681551,6691176,6691197,6710179,6710186,6764606,6659176,6700809,6700818,6725805,6727355,6753407,6760681,6817045,6821708,6826989,6700682,6700688,7114073,7114097,7114109,7187867,7268324"
171529,recFSQxCNxwsgzyHa,C-AD60,Live Test Drive,active,22173,"171526,171528,171529,171530,171531,171567,171568",5094,rech5xWVqV7PBXYL6,Continuing the Online Sales Process,"358539,358540,358541,358542,358543,358544,358545","239,463,667,1184,1410,1602,1783,1934,2191,2719,2972,3123,3274,3425,3576,3727,3878,4040,4454,4605,4756,4923,5160,5328,5441,5543,5649,5755,5914,6016,6118,6652,6814,7045,7446,7608,7759,7910,8061,8444,8606,8768,8919,9070,9221,9474,9625,9886,10070,10646,10828,11464,11750,11924,12086,12261,12425,12591,12790,12965,13125,13276,13427,13578,13729,13880,14031,14182,14344,14495,14672,14835,15010,15181,15353,15526,15699,15861,16012,16163,16314,16476,16627,16778,16929,17080,17235,17427,17619,17774,18106,18282,18442,18594,18755,18906,19057,19219,19381,19543,19694,19845,19958,20071,20173,20275,20426,20577,20732,20883,21034,21185,21347,21509,21660,21811,21962,22113,22264,22415,22566,22728,22901,23075,23236,23387,23538,23700,23862,24035,24212,24382,24543,24694,24845,24996,25162,25340,25518,25693,25870,26032,26183,26334,26485,26636,26787,26938,27100,27273,27435,27586,27737,27888,28039,28190,28341,28496,28658,28809,28960,29062,29164,29266,29417,29583,29774,30189,30340,30491,30642,30793,30944,31095,31246,31397,31584,31744,31895,32046,32203,32382,32501,32674,32825,32976,33127,33284,33467,33622,33803,33954,34105,34256,34407,34571,34731,34882,35045,35218,35369,35544,35714,35865,36016,36167,36333,36514,36687,36849,37015,37223,38355,38647,39468,39619,39792,39965,40138,40311,40473,40624,40775,40937,41110,41283,41445,41596,41758,41920,42082,42233,42384,42539,42701,42878,43091,43253,43430,43603,43900,44073,44250,44412,44563,44725,44898,45071,45244,45417,45590,45767,45918,46080,46253,46430,46596,46933,47332,47483,47634,47785,47936,48102,48268,48434,48600,48766,48932,49098,49264,49419,49615,49816,49948,50138,50332,50562,50756,50937,51103,51299,51480,51631,51782,51933,52084,52250,52416,52567",,7,"41112,41112",,
161021,recQT7UU4n2Mg2aYR,C-AC43,Online Transactions with and without Trades,active,20437,"161016,161017,161018,161019,161020,161021,161022",4753,recLqFl7hIiEEg5uG,Continuing the Online Sales Process,"343838,343839,343840,343844,343846,343847,343848","91,382,605,834,993,1103,1341,1536,1709,1865,2011,2117,2272,2539,2650,2796,2902,3054,3205,3377,3504,3655,3804,3964,4121,4223,4385,4536,4687,4842,5083,6583,6734,6968,7256,7365,7526,7682,7841,7990,8368,8532,8680,8849,9002,9150,9304,9405,9557,9813,9999,10565,10754,10910,11022,11125,11228,11384,11624,11849,12016,12183,12352,12543,12663,12892,13056,13168,13319,13510,13660,13810,13954,14108,14265,14421,14591,14779,14946,15108,15274,15451,15619,15789,15951,16107,16251,16397,16550,16707,16852,17026,17172,17329,17505,17693,17882,18034,18184,18365,18524,18697,18829,18984,19106,19310,19476,19628,19776,20386,20516,20692,20806,20957,21115,21266,21436,21583,21734,21890,22051,22190,22349,22504,22648,22823,22996,23174,23310,23465,23619,23788,23954,24120,24302,24466,24617,24768,24927,25083,25261,25437,25613,25790,25982,26110,26261,26413,26562,26747,26861,27023,27194,27382,27538,27668,27837,27991,28150,28285,28423,28581,28732,28883,29340,29503,29661,29878,30000,30120,30267,30418,30575,30722,30872,31023,31174,31323,31518,31667,31818,31983,32132,32305,32602,32751,32903,33055,33212,33393,33548,33726,33877,34028,34179,34330,34493,34657,34805,34975,35145,35292,35479,35641,35730,35939,36090,36254,36440,36543,36776,36935,37149,37300,37457,37563,38274,39113,39226,39394,39545,39711,39884,40057,40230,40399,40550,40701,40856,41029,41202,41371,41522,41677,41839,42008,42159,42310,42465,42620,42797,43017,43172,43349,43522,43695,43819,43992,44169,44338,44489,44644,44817,44990,45163,45336,45509,45686,45844,45999,46172,46349,46515,46689,46852,47014,47138,47258,47409,47560,47711,47862,48021,48187,48353,48519,48685,48851,49017,49183,49345,49534,49735,50064,50258,50682,50863,51022,51218,51406,51557,51708,51859,52010,52169,52335,52493","983834,986237",7,"36794,36794",,"6642843,6723893,6730656,6736081,6736084,6710365,6710188,6715179,6700820,6700825,6700827,6700834,6725250,6751375,6758204,6758219,6764120,6775264,6775267,6775275,6775281,6727349,6727353,6760686,6760693,6763892,6763903,6767207,6779126,6700711,7114126,7187881,7187896,7188727,7237769,7237771,7237772,7237774,7272374,7272376,7275243,7275246,7268350,7268358"
171531,recqguTjfme9QRpWi,C-AD62,Online Transactions with and without Trades,active,22173,"171526,171528,171529,171530,171531,171567,171568",5094,rech5xWVqV7PBXYL6,Continuing the Online Sales Process,"358546,358547,358548,358549,358550,358551,358578","241,465,669,1186,1412,1604,1785,1936,2193,2721,2974,3125,3276,3427,3578,3729,3880,4042,4456,4607,4758,4925,5162,5330,5443,5545,5651,5757,5916,6018,6120,6654,6816,7047,7448,7610,7761,7912,8063,8446,8608,8770,8921,9072,9223,9476,9627,9888,10072,10648,10830,11466,11752,11926,12088,12263,12427,12593,12792,12967,13127,13278,13429,13580,13731,13882,14033,14184,14346,14497,14674,14837,15012,15183,15355,15528,15701,15863,16014,16165,16316,16478,16629,16780,16931,17082,17237,17429,17621,17776,18108,18284,18444,18596,18757,18908,19059,19221,19383,19545,19696,19847,19960,20073,20175,20277,20428,20579,20734,20885,21036,21187,21349,21511,21662,21813,21964,22115,22266,22417,22568,22730,22903,23077,23238,23389,23540,23702,23864,24037,24214,24384,24545,24696,24847,24998,25164,25342,25520,25695,25872,26034,26185,26336,26487,26638,26789,26940,27102,27275,27437,27588,27739,27890,28041,28192,28343,28498,28660,28811,28962,29064,29166,29268,29419,29585,29776,30191,30342,30493,30644,30795,30946,31097,31248,31399,31586,31746,31897,32048,32205,32384,32503,32676,32827,32978,33129,33286,33469,33624,33805,33956,34107,34258,34409,34573,34733,34884,35047,35220,35371,35546,35716,35867,36018,36169,36335,36516,36689,36851,37017,37225,38357,38649,39470,39621,39794,39967,40140,40313,40475,40626,40777,40939,41112,41285,41447,41598,41760,41922,42084,42235,42386,42541,42703,42880,43093,43255,43432,43605,43902,44075,44252,44414,44565,44727,44900,45073,45246,45419,45592,45769,45920,46082,46255,46432,46598,46935,47334,47485,47636,47787,47938,48104,48270,48436,48602,48768,48934,49100,49266,49421,49617,49818,49950,50140,50334,50564,50758,50939,51105,51301,51482,51633,51784,51935,52086,52252,52418,52569",,7,"41088,41088",,
161014,rec3D2SvmGgdoFtd2,C-AC36,Create a Call to Action,active,20438,"161010,161011,161012,161013,161014,161015",4753,recSg7Go3QdcfcarX,Crafting an Initial Response,"343788,343789,343790","97,388,564,840,999,1109,1316,1495,1715,1858,2017,2123,2278,2545,2643,2802,2882,3047,3198,3341,3497,3659,3810,3957,4127,4229,4378,4529,4680,4848,5076,6587,6740,6961,7204,7371,7519,7675,7834,7948,8361,8507,8673,8801,8986,9108,9265,9375,9529,9819,9948,10571,10760,10916,11027,11092,11212,11389,11617,11796,12021,12188,12358,12492,12656,12898,13061,13161,13313,13515,13665,13746,13947,14114,14258,14427,14597,14721,14896,15113,15208,15457,15624,15795,15907,16051,16204,16403,16543,16713,16845,16989,17178,17322,17499,17686,17875,18040,18177,18358,18530,18662,18822,18990,19099,19247,19480,19632,19782,20342,20483,20648,20799,20950,21120,21272,21442,21576,21727,21895,22002,22196,22290,22509,22654,22829,23002,23136,23303,23471,23625,23794,23960,24113,24308,24459,24610,24761,24908,25088,25267,25443,25619,25796,25947,26116,26267,26419,26568,26703,26854,27029,27200,27351,27502,27674,27802,27955,28106,28254,28429,28574,28725,28876,29333,29509,29654,29825,29943,30125,30272,30423,30580,30727,30878,31028,31180,31329,31522,31660,31811,31938,32138,32298,32548,32757,32908,33061,33217,33399,33554,33719,33870,34021,34172,34323,34499,34663,34798,34902,35151,35285,35481,35647,35797,35932,36083,36260,36446,36536,36781,36940,37155,37306,37463,37569,38280,39119,39232,39400,39551,39717,39890,40063,40236,40405,40556,40707,40862,41035,41208,41377,41528,41683,41845,42014,42165,42316,42471,42626,42803,43023,43178,43355,43528,43701,43825,43998,44175,44344,44495,44650,44823,44996,45169,45342,45515,45692,45850,46005,46178,46355,46521,46695,46858,47020,47144,47264,47415,47566,47717,47868,48027,48193,48359,48525,48691,48857,49023,49189,49351,49540,49741,50070,50264,50688,50869,51028,51224,51412,51563,51714,51865,52016,52175,52341,52499","1015976,970422,970622,982890,982892,983691,993579,993580",3,"36786,36786",,"6642846,6696911,6646893,6647653,6647660,6648079,6648135,6648139,6700840,6700842,6700846,6760695,6760699,6762965,6767210,6817050,6821714,7114135,7114138,7114140,7114147,7166037,7188741,7188743,7210269,7210282,7236768,7237507,7237509,7268371,7268380"
171538,recdgoFkvoICPZzHr,C-AD69,Create a Call to Action,active,22174,"171532,171533,171534,171535,171536,171538",5094,reckJWuJ431BuKjca,Crafting an Initial Response,"358570,358571,358572","249,473,677,1194,1420,1612,1793,1944,2201,2729,2982,3133,3284,3435,3586,3737,3888,4050,4464,4615,4766,4933,5170,5338,5451,5553,5659,5765,5924,6026,6128,6662,6824,7055,7456,7618,7769,7920,8071,8454,8616,8778,8929,9080,9231,9484,9635,9896,10080,10656,10838,11474,11760,11934,12096,12271,12435,12601,12800,12975,13135,13286,13437,13588,13739,13890,14041,14192,14354,14505,14682,14845,15020,15191,15363,15536,15709,15871,16022,16173,16324,16486,16637,16788,16939,17090,17245,17437,17629,17784,18116,18292,18452,18604,18765,18916,19067,19229,19391,19553,19704,19855,19968,20081,20183,20285,20436,20587,20742,20893,21044,21195,21357,21519,21670,21821,21972,22123,22274,22425,22576,22738,22911,23085,23246,23397,23548,23710,23872,24045,24222,24392,24553,24704,24855,25006,25172,25350,25528,25703,25880,26042,26193,26344,26495,26646,26797,26948,27110,27283,27445,27596,27747,27898,28049,28200,28351,28506,28668,28819,28970,29072,29174,29276,29427,29593,29784,30199,30350,30501,30652,30803,30954,31105,31256,31407,31594,31754,31905,32056,32213,32392,32511,32684,32835,32986,33137,33294,33477,33632,33813,33964,34115,34266,34417,34581,34741,34892,35055,35228,35379,35554,35724,35875,36026,36177,36343,36524,36697,36859,37025,37233,38365,38657,39478,39629,39802,39975,40148,40321,40483,40634,40785,40947,41120,41293,41455,41606,41768,41930,42092,42243,42394,42549,42711,42888,43101,43263,43440,43613,43910,44083,44260,44422,44573,44735,44908,45081,45254,45427,45600,45777,45928,46090,46263,46440,46606,46943,47342,47493,47644,47795,47946,48112,48278,48444,48610,48776,48942,49108,49274,49429,49625,49826,49958,50148,50342,50572,50766,50947,51113,51309,51490,51641,51792,51943,52094,52260,52426,52577",,3,"41089,41089",,
161012,recOudgJeAWl8guFT,C-AC34,Engage the Customer’s Needs,active,20438,"161010,161011,161012,161013,161014,161015",4753,recSg7Go3QdcfcarX,Crafting an Initial Response,"343782,343783,343784","95,386,562,838,997,1107,1343,1494,1713,1856,2015,2121,2276,2543,2641,2800,2905,3045,3196,3339,3495,3658,3808,3955,4125,4227,4376,4527,4678,4846,5074,6586,6738,6959,7203,7369,7517,7673,7832,7993,8359,8505,8671,8852,8984,9153,9264,9407,9527,9817,10002,10569,10758,10914,11025,11127,11210,11388,11616,11853,12020,12186,12356,12490,12654,12896,13059,13159,13366,13513,13663,13814,13945,14112,14256,14425,14595,14781,14894,15112,15278,15455,15622,15793,15905,16049,16254,16401,16541,16711,16843,17029,17176,17320,17556,17684,17873,18038,18175,18356,18528,18660,18820,18988,19097,19314,19478,19631,19780,20340,20520,20646,20797,20948,21118,21270,21440,21574,21725,21893,22054,22194,22351,22508,22652,22827,23000,23177,23301,23469,23623,23792,23958,24111,24306,24457,24608,24759,24930,25087,25265,25441,25617,25794,25984,26114,26265,26417,26566,26701,26852,27027,27198,27349,27500,27672,27800,27953,28104,28252,28427,28572,28723,28874,29331,29507,29652,29880,30004,30124,30270,30421,30579,30725,30876,31027,31178,31327,31521,31658,31809,31986,32136,32296,32606,32755,32906,33059,33216,33397,33552,33717,33868,34019,34170,34321,34497,34661,34796,34979,35149,35283,35408,35645,35795,35930,36081,36258,36444,36534,36779,36938,37153,37304,37461,37567,38278,39117,39230,39398,39549,39715,39888,40061,40234,40403,40554,40705,40860,41033,41206,41375,41526,41681,41843,42012,42163,42314,42469,42624,42801,43021,43176,43353,43526,43699,43823,43996,44173,44342,44493,44648,44821,44994,45167,45340,45513,45690,45848,46003,46176,46353,46519,46693,46856,47018,47142,47262,47413,47564,47715,47866,48025,48191,48357,48523,48689,48855,49021,49187,49349,49538,49739,50068,50262,50686,50867,51026,51222,51410,51561,51712,51863,52014,52173,52339,52497",982893,3,"36784,36784",,"6700848,6727347,6753431,6760700,7114153,7188745,7268392,7268476,7268813"
171534,recQMs7byvUlUYUBx,C-AD65,Engage the Customer’s Needs,active,22174,"171532,171533,171534,171535,171536,171538",5094,reckJWuJ431BuKjca,Crafting an Initial Response,"358564,358565,358566","246,470,674,1191,1417,1609,1790,1941,2198,2726,2979,3130,3281,3432,3583,3734,3885,4047,4461,4612,4763,4930,5167,5335,5448,5550,5656,5762,5921,6023,6125,6659,6821,7052,7453,7615,7766,7917,8068,8451,8613,8775,8926,9077,9228,9481,9632,9893,10077,10653,10835,11471,11757,11931,12093,12268,12432,12598,12797,12972,13132,13283,13434,13585,13736,13887,14038,14189,14351,14502,14679,14842,15017,15188,15360,15533,15706,15868,16019,16170,16321,16483,16634,16785,16936,17087,17242,17434,17626,17781,18113,18289,18449,18601,18762,18913,19064,19226,19388,19550,19701,19852,19965,20078,20180,20282,20433,20584,20739,20890,21041,21192,21354,21516,21667,21818,21969,22120,22271,22422,22573,22735,22908,23082,23243,23394,23545,23707,23869,24042,24219,24389,24550,24701,24852,25003,25169,25347,25525,25700,25877,26039,26190,26341,26492,26643,26794,26945,27107,27280,27442,27593,27744,27895,28046,28197,28348,28503,28665,28816,28967,29069,29171,29273,29424,29590,29781,30196,30347,30498,30649,30800,30951,31102,31253,31404,31591,31751,31902,32053,32210,32389,32508,32681,32832,32983,33134,33291,33474,33629,33810,33961,34112,34263,34414,34578,34738,34889,35052,35225,35376,35551,35721,35872,36023,36174,36340,36521,36694,36856,37022,37230,38362,38654,39475,39626,39799,39972,40145,40318,40480,40631,40782,40944,41117,41290,41452,41603,41765,41927,42089,42240,42391,42546,42708,42885,43098,43260,43437,43610,43907,44080,44257,44419,44570,44732,44905,45078,45251,45424,45597,45774,45925,46087,46260,46437,46603,46940,47339,47490,47641,47792,47943,48109,48275,48441,48607,48773,48939,49105,49271,49426,49622,49823,49955,50145,50339,50569,50763,50944,51110,51306,51487,51638,51789,51940,52091,52257,52423,52574",,3,"41087,41087",,
161011,recQcGKPLDHc8AWWL,C-AC33,Gain Interest Through Personability,active,20438,"161010,161011,161012,161013,161014,161015",4753,recSg7Go3QdcfcarX,Crafting an Initial Response,"343779,343780,343781","94,385,561,837,996,1106,1314,1493,1712,1855,2014,2120,2275,2542,2640,2799,2904,3044,3195,3338,3494,3657,3807,3954,4124,4226,4375,4526,4677,4845,5073,6585,6737,6958,7259,7368,7516,7672,7831,7992,8358,8504,8670,8851,8983,9152,9263,9373,9526,9816,10001,10568,10757,10913,11024,11090,11209,11387,11615,11852,12019,12185,12355,12489,12653,12895,13058,13158,13365,13512,13662,13813,13944,14111,14255,14424,14594,14719,14893,15111,15277,15454,15621,15792,15904,16048,16253,16400,16540,16710,16842,17028,17175,17319,17555,17683,17872,18037,18174,18355,18527,18659,18819,18987,19096,19313,19424,19630,19779,20339,20519,20645,20796,20947,21117,21269,21439,21573,21724,21892,22053,22193,22288,22507,22651,22826,22999,23176,23300,23468,23622,23791,23957,24110,24305,24456,24607,24758,24929,25086,25264,25440,25616,25793,25945,26113,26264,26416,26565,26700,26851,27026,27197,27348,27499,27671,27799,27952,28103,28251,28426,28571,28722,28873,29330,29506,29651,29823,30003,30123,30269,30420,30578,30724,30875,31026,31177,31326,31520,31657,31808,31985,32135,32295,32605,32754,32905,33058,33215,33396,33551,33716,33867,34018,34169,34320,34496,34660,34795,34978,35148,35282,35407,35644,35794,35929,36080,36257,36443,36533,36778,36937,37152,37303,37460,37566,38277,39116,39229,39397,39548,39714,39887,40060,40233,40402,40553,40704,40859,41032,41205,41374,41525,41680,41842,42011,42162,42313,42468,42623,42800,43020,43175,43352,43525,43698,43822,43995,44172,44341,44492,44647,44820,44993,45166,45339,45512,45689,45847,46002,46175,46352,46518,46692,46855,47017,47141,47261,47412,47563,47714,47865,48024,48190,48356,48522,48688,48854,49020,49186,49348,49537,49738,50067,50261,50685,50866,51025,51221,51409,51560,51711,51862,52013,52172,52338,52496",982894,3,"36783,36783",,"7122063,7122091,6853279,6700858,6760702,7114158,7114161,7166040,7188748,7188750,7270434,7268407,7268471,7268814,7268815"
171533,recRyPOifXUpCT4Ql,C-AD64,Gain Interest Through Personability,active,22174,"171532,171533,171534,171535,171536,171538",5094,reckJWuJ431BuKjca,Crafting an Initial Response,"358561,358562,358563","245,469,673,1190,1416,1608,1789,1940,2197,2725,2978,3129,3280,3431,3582,3733,3884,4046,4460,4611,4762,4929,5166,5334,5447,5549,5655,5761,5920,6022,6124,6658,6820,7051,7452,7614,7765,7916,8067,8450,8612,8774,8925,9076,9227,9480,9631,9892,10076,10652,10834,11470,11756,11930,12092,12267,12431,12597,12796,12971,13131,13282,13433,13584,13735,13886,14037,14188,14350,14501,14678,14841,15016,15187,15359,15532,15705,15867,16018,16169,16320,16482,16633,16784,16935,17086,17241,17433,17625,17780,18112,18288,18448,18600,18761,18912,19063,19225,19387,19549,19700,19851,19964,20077,20179,20281,20432,20583,20738,20889,21040,21191,21353,21515,21666,21817,21968,22119,22270,22421,22572,22734,22907,23081,23242,23393,23544,23706,23868,24041,24218,24388,24549,24700,24851,25002,25168,25346,25524,25699,25876,26038,26189,26340,26491,26642,26793,26944,27106,27279,27441,27592,27743,27894,28045,28196,28347,28502,28664,28815,28966,29068,29170,29272,29423,29589,29780,30195,30346,30497,30648,30799,30950,31101,31252,31403,31590,31750,31901,32052,32209,32388,32507,32680,32831,32982,33133,33290,33473,33628,33809,33960,34111,34262,34413,34577,34737,34888,35051,35224,35375,35550,35720,35871,36022,36173,36339,36520,36693,36855,37021,37229,38361,38653,39474,39625,39798,39971,40144,40317,40479,40630,40781,40943,41116,41289,41451,41602,41764,41926,42088,42239,42390,42545,42707,42884,43097,43259,43436,43609,43906,44079,44256,44418,44569,44731,44904,45077,45250,45423,45596,45773,45924,46086,46259,46436,46602,46939,47338,47489,47640,47791,47942,48108,48274,48440,48606,48772,48938,49104,49270,49425,49621,49822,49954,50144,50338,50568,50762,50943,51109,51305,51486,51637,51788,51939,52090,52256,52422,52573",,3,"41091,41091",,
171536,recu8lw8WbtnP70LK,C-AD67,Initial Response | Best Practices,active,22174,"171532,171533,171534,171535,171536,171538",5094,reckJWuJ431BuKjca,Crafting an Initial Response,"358573,358574,358575,358576,358577,358579","248,472,676,1193,1419,1611,1792,1943,2200,2728,2981,3132,3283,3434,3585,3736,3887,4049,4463,4614,4765,4932,5169,5337,5450,5552,5658,5764,5923,6025,6127,6661,6823,7054,7455,7617,7768,7919,8070,8453,8615,8777,8928,9079,9230,9483,9634,9895,10079,10655,10837,11473,11759,11933,12095,12270,12434,12600,12799,12974,13134,13285,13436,13587,13738,13889,14040,14191,14353,14504,14681,14844,15019,15190,15362,15535,15708,15870,16021,16172,16323,16485,16636,16787,16938,17089,17244,17436,17628,17783,18115,18291,18451,18603,18764,18915,19066,19228,19390,19552,19703,19854,19967,20080,20182,20284,20435,20586,20741,20892,21043,21194,21356,21518,21669,21820,21971,22122,22273,22424,22575,22737,22910,23084,23245,23396,23547,23709,23871,24044,24221,24391,24552,24703,24854,25005,25171,25349,25527,25702,25879,26041,26192,26343,26494,26645,26796,26947,27109,27282,27444,27595,27746,27897,28048,28199,28350,28505,28667,28818,28969,29071,29173,29275,29426,29592,29783,30198,30349,30500,30651,30802,30953,31104,31255,31406,31593,31753,31904,32055,32212,32391,32510,32683,32834,32985,33136,33293,33476,33631,33812,33963,34114,34265,34416,34580,34740,34891,35054,35227,35378,35553,35723,35874,36025,36176,36342,36523,36696,36858,37024,37232,38364,38656,39477,39628,39801,39974,40147,40320,40482,40633,40784,40946,41119,41292,41454,41605,41767,41929,42091,42242,42393,42548,42710,42887,43100,43262,43439,43612,43909,44082,44259,44421,44572,44734,44907,45080,45253,45426,45599,45776,45927,46089,46262,46439,46605,46942,47341,47492,47643,47794,47945,48111,48277,48443,48609,48775,48941,49107,49273,49428,49624,49825,49957,50147,50341,50571,50765,50946,51112,51308,51489,51640,51791,51942,52093,52259,52425,52576",,6,"41106,41106",,
